team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2021,MTL,MTL,Team Level,5on4,80,0.8,0.84,0.82,22950.0,288.12,30.52,26.35,63.48,9.83,179.35,93.46,28.3,30.52,28.3,296.0,107.0,143.0,546.0,31.0,27.0,4.0,74.0,9.0,147.0,115.0,265.0,372.0,26.0,52.0,219.0,28.0,18.0,51.0,314.0,56.0,33.0,7.43,7.04,16.05,9.0,6.0,16.0,546.0,403.0,403.0,7.0,6.8,5.43,5.16,32.16,32.16,30.69,63.44,7.52,3.81,8.55,2.02,20.87,43.23,7.49,7.52,7.49,69.0,17.0,16.0,102.0,11.0,4.0,3.0,8.0,1.0,13.0,49.0,58.0,75.0,12.0,24.0,201.0,56.0,47.0,69.0,53.0,22.0,11.0,1.7,2.86,2.96,1.0,6.0,4.0,102.0,86.0,86.0,66.0,0.86,0.45,0.45,7.94,7.94,7.93
PHI,2021,PHI,PHI,Team Level,other,79,0.43,0.53,0.52,10660.0,152.34,29.68,11.62,28.15,5.14,81.94,50.47,26.03,29.68,26.03,151.0,56.0,77.0,284.0,19.0,15.0,4.0,29.0,7.0,65.0,72.0,132.0,188.0,6.0,12.0,137.0,27.0,11.0,23.0,108.0,53.0,46.0,4.2,6.87,18.61,4.0,2.0,13.0,284.0,207.0,207.0,8.0,3.43,3.37,3.99,29.13,29.13,25.93,142.0,38.67,9.67,23.72,4.56,67.81,47.55,36.67,38.67,36.67,151.0,41.0,61.0,253.0,43.0,10.0,0.0,26.0,5.0,54.0,54.0,108.0,149.0,10.0,20.0,114.0,27.0,25.0,33.0,96.0,46.0,50.0,3.84,5.52,29.32,5.0,7.0,31.0,253.0,192.0,192.0,20.0,2.74,2.24,2.24,39.18,39.18,37.24
PHI,2021,PHI,PHI,Team Level,all,79,0.46,0.47,0.47,287325.0,2384.06,228.03,166.4,545.31,78.17,1295.03,952.07,217.71,226.54,216.32,2437.0,828.0,1054.0,4319.0,207.0,209.0,39.0,545.0,83.0,937.0,1284.0,2230.0,3058.0,273.0,617.0,2363.0,1804.0,446.0,645.0,2362.0,660.0,243.0,66.81,82.05,79.17,66.0,70.0,71.0,4275.06,3265.0,3241.55,422.0,36.91,41.34,42.47,222.46,221.3,214.81,2649.05,267.65,184.43,594.51,84.86,1445.76,1066.78,258.17,270.62,261.04,2690.0,954.0,1199.0,4843.0,283.0,206.0,36.0,656.0,101.0,1084.0,1315.0,2407.0,3361.0,281.0,632.0,2170.0,1707.0,519.0,723.0,2571.0,803.0,270.0,76.37,95.99,95.3,85.0,101.0,97.0,4913.93,3644.0,3684.67,430.0,40.42,42.64,42.99,265.08,267.62,261.33
PHI,2021,PHI,PHI,Team Level,5on5,79,0.46,0.46,0.47,233778.0,1857.9,159.33,122.49,441.53,60.59,997.1,756.97,154.3,157.83,152.9,1904.0,634.0,834.0,3372.0,158.0,160.0,31.0,436.0,69.0,700.0,1015.0,1746.0,2380.0,251.0,573.0,1824.0,1713.0,378.0,533.0,1874.0,512.0,152.0,53.83,63.64,41.87,61.0,56.0,41.0,3328.06,2538.0,2514.55,365.0,25.35,31.62,32.13,152.55,151.39,149.47,2115.72,184.9,141.48,494.48,67.46,1162.06,867.63,179.05,187.86,181.92,2124.0,794.0,980.0,3898.0,183.0,161.0,29.0,552.0,81.0,865.0,1077.0,1941.0,2735.0,252.0,576.0,1676.0,1597.0,426.0,585.0,2103.0,651.0,164.0,62.63,77.97,44.3,66.0,78.0,39.0,3968.93,2918.0,2958.67,369.0,29.26,32.99,33.34,180.81,183.36,180.17
PHI,2021,PHI,PHI,Team Level,4on5,79,0.13,0.13,0.16,20589.0,60.23,5.75,3.17,8.44,1.89,19.75,43.0,5.69,5.75,5.69,68.0,14.0,7.0,89.0,6.0,1.0,1.0,1.0,0.0,9.0,65.0,62.0,76.0,6.0,12.0,183.0,46.0,43.0,44.0,59.0,16.0,7.0,1.63,2.04,2.07,0.0,4.0,2.0,89.0,82.0,82.0,42.0,0.73,0.17,0.17,6.3,6.3,6.29,321.6,37.09,29.62,66.64,10.62,194.2,101.84,35.59,37.09,35.59,336.0,104.0,146.0,586.0,49.0,32.0,6.0,70.0,12.0,153.0,124.0,287.0,391.0,12.0,22.0,204.0,16.0,19.0,61.0,306.0,87.0,47.0,8.1,10.19,18.8,10.0,14.0,25.0,586.0,440.0,440.0,2.0,7.57,6.78,6.78,37.88,37.88,36.77
PHI,2021,PHI,PHI,Team Level,5on4,79,0.83,0.84,0.82,22298.0,313.59,33.27,29.11,67.19,10.54,196.25,101.64,31.69,33.27,31.69,314.0,124.0,136.0,574.0,24.0,33.0,3.0,79.0,7.0,163.0,132.0,290.0,414.0,10.0,20.0,219.0,18.0,14.0,45.0,321.0,79.0,38.0,7.15,9.51,16.62,1.0,8.0,15.0,574.0,438.0,438.0,7.0,7.39,6.18,6.18,34.48,34.48,33.12,69.74,6.99,3.65,9.67,2.23,21.68,49.77,6.86,6.99,6.86,79.0,15.0,12.0,106.0,8.0,3.0,1.0,8.0,3.0,12.0,60.0,71.0,86.0,7.0,14.0,176.0,67.0,49.0,44.0,66.0,19.0,9.0,1.8,2.31,2.88,4.0,2.0,2.0,106.0,94.0,94.0,39.0,0.85,0.63,0.63,7.22,7.22,7.15
COL,2021,COL,COL,Team Level,other,79,0.53,0.5,0.49,12038.0,164.22,40.3,11.95,29.68,5.66,83.71,53.68,38.15,40.3,38.15,170.0,55.0,75.0,300.0,44.0,14.0,1.0,33.0,12.0,62.0,60.0,126.0,181.0,6.0,12.0,154.0,33.0,40.0,26.0,112.0,55.0,58.0,4.39,6.96,28.95,8.0,8.0,28.0,300.0,225.0,225.0,11.0,3.53,3.55,3.55,40.27,40.27,38.51,169.63,35.49,13.62,30.46,5.99,98.93,49.51,29.94,35.49,29.94,181.0,53.0,69.0,303.0,31.0,20.0,5.0,34.0,10.0,79.0,60.0,150.0,203.0,12.0,24.0,164.0,45.0,24.0,16.0,122.0,61.0,51.0,4.2,7.67,23.63,7.0,7.0,17.0,303.0,234.0,234.0,9.0,3.98,6.92,6.92,32.55,32.55,29.08
COL,2021,COL,COL,Team Level,all,79,0.53,0.53,0.52,286957.0,2629.1,265.56,185.21,596.24,85.63,1471.68,1059.68,255.18,268.3,257.82,2766.0,898.0,1291.0,4955.0,298.0,212.0,42.0,639.0,94.0,1043.0,1378.0,2468.0,3366.0,276.0,614.0,2232.0,1688.0,577.0,549.0,2707.0,678.0,279.0,80.87,81.85,102.83,106.0,93.0,99.0,5051.25,3664.0,3723.31,273.0,41.05,48.16,48.21,258.4,261.09,254.24,2432.71,234.06,171.85,557.8,81.69,1367.25,973.36,220.8,232.09,218.89,2536.0,850.0,1041.0,4427.0,221.0,201.0,42.0,628.0,83.0,986.0,1267.0,2315.0,3165.0,319.0,703.0,2482.0,1683.0,580.0,517.0,2477.0,671.0,238.0,68.34,82.03,83.69,73.0,71.0,77.0,4363.54,3386.0,3348.29,305.0,38.35,44.08,44.08,228.33,226.31,218.83
COL,2021,COL,COL,Team Level,5on5,79,0.52,0.53,0.52,229719.0,2009.42,167.07,134.16,477.99,65.28,1121.17,834.34,162.27,169.81,164.92,2125.0,675.0,1045.0,3845.0,190.0,157.0,30.0,512.0,63.0,772.0,1106.0,1935.0,2610.0,246.0,551.0,1689.0,1551.0,465.0,439.0,2156.0,493.0,151.0,64.46,59.3,43.3,85.0,70.0,35.0,3941.25,2800.0,2859.32,230.0,27.67,34.28,34.54,160.2,162.89,160.25,1891.18,151.77,124.33,453.64,62.48,1052.77,783.03,146.8,149.81,144.88,1973.0,655.0,834.0,3462.0,146.0,144.0,27.0,504.0,58.0,746.0,1030.0,1827.0,2482.0,275.0,615.0,1884.0,1546.0,490.0,429.0,1999.0,497.0,132.0,55.04,60.77,35.96,59.0,58.0,29.0,3398.54,2628.0,2590.29,264.0,25.71,28.52,28.59,148.89,146.87,144.58
COL,2021,COL,COL,Team Level,4on5,79,0.13,0.14,0.16,20866.0,63.78,6.25,3.51,8.43,1.79,19.96,44.04,6.23,6.25,6.23,78.0,6.0,10.0,94.0,6.0,0.0,0.0,9.0,2.0,14.0,53.0,72.0,78.0,6.0,12.0,170.0,74.0,49.0,26.0,60.0,18.0,6.0,2.16,2.59,1.5,3.0,1.0,2.0,94.0,84.0,84.0,25.0,0.8,0.0,0.0,7.05,7.05,7.03,316.33,41.57,30.79,65.7,11.37,196.27,100.31,38.9,41.57,38.9,320.0,126.0,123.0,569.0,40.0,35.0,10.0,83.0,14.0,146.0,128.0,280.0,406.0,18.0,36.0,218.0,24.0,15.0,44.0,300.0,98.0,48.0,7.7,11.66,22.2,6.0,6.0,28.0,569.0,446.0,446.0,7.0,7.96,8.44,8.36,41.15,41.15,39.46
COL,2021,COL,COL,Team Level,5on4,79,0.91,0.89,0.88,24334.0,391.67,51.94,35.59,80.14,12.89,246.83,127.61,48.53,51.94,48.53,393.0,162.0,161.0,716.0,58.0,41.0,11.0,85.0,17.0,195.0,159.0,335.0,497.0,18.0,39.0,219.0,30.0,23.0,58.0,379.0,112.0,64.0,9.85,13.01,29.08,10.0,14.0,34.0,716.0,555.0,555.0,7.0,9.06,10.33,10.12,50.87,50.87,48.44,55.57,5.23,3.11,8.0,1.86,19.29,40.51,5.16,5.23,5.16,62.0,16.0,15.0,93.0,4.0,2.0,0.0,7.0,1.0,15.0,49.0,58.0,74.0,14.0,28.0,216.0,68.0,51.0,28.0,56.0,15.0,7.0,1.39,1.93,1.9,1.0,0.0,3.0,93.0,78.0,78.0,25.0,0.71,0.2,0.2,5.74,5.74,5.71
SEA,2021,SEA,SEA,Team Level,other,78,0.38,0.54,0.53,9984.0,113.76,21.38,8.61,20.58,4.09,70.6,37.73,20.34,21.38,20.34,111.0,52.0,64.0,227.0,23.0,6.0,0.0,19.0,3.0,69.0,43.0,88.0,140.0,7.0,14.0,111.0,32.0,20.0,23.0,100.0,35.0,28.0,3.85,4.3,13.23,5.0,4.0,14.0,227.0,163.0,163.0,10.0,2.49,1.29,1.29,22.58,22.58,21.63,102.38,34.33,6.57,15.95,3.11,51.86,31.17,32.36,34.33,32.36,100.0,43.0,51.0,194.0,38.0,8.0,4.0,19.0,2.0,41.0,35.0,62.0,105.0,3.0,6.0,112.0,25.0,22.0,18.0,68.0,25.0,50.0,2.4,2.96,28.96,5.0,5.0,28.0,194.0,143.0,143.0,13.0,1.88,3.49,3.49,32.72,32.72,31.82
SEA,2021,SEA,SEA,Team Level,all,78,0.46,0.5,0.5,282589.0,2224.1,199.17,157.29,513.91,73.82,1282.47,901.33,192.59,198.46,191.89,2248.0,880.0,1051.0,4179.0,202.0,159.0,28.0,524.0,77.0,953.0,1213.0,2046.0,2926.0,260.0,602.0,2054.0,1725.0,562.0,604.0,2370.0,569.0,189.0,67.58,69.63,61.96,80.0,61.0,61.0,4131.65,3128.0,3102.72,323.0,34.48,33.12,33.13,200.52,199.63,195.59,2268.14,232.74,157.41,518.59,74.85,1252.48,910.92,224.33,235.72,227.21,2261.0,886.0,989.0,4136.0,270.0,192.0,45.0,557.0,79.0,910.0,1139.0,1991.0,2877.0,248.0,578.0,2266.0,1829.0,497.0,637.0,2297.0,615.0,235.0,65.83,75.27,91.63,79.0,89.0,102.0,4216.22,3147.0,3201.91,339.0,34.63,47.98,47.98,219.38,222.24,218.06
SEA,2021,SEA,SEA,Team Level,5on5,78,0.47,0.5,0.5,233057.0,1759.24,138.37,119.1,418.88,57.77,1013.55,731.33,134.96,137.66,134.27,1773.0,706.0,859.0,3338.0,144.0,115.0,18.0,429.0,65.0,729.0,997.0,1629.0,2335.0,235.0,545.0,1608.0,1582.0,488.0,521.0,1925.0,448.0,106.0,55.32,54.91,28.14,67.0,54.0,23.0,3290.65,2479.0,2453.72,293.0,24.49,22.42,22.65,140.2,139.31,137.25,1802.03,154.98,119.88,430.64,59.51,990.92,741.07,150.03,157.97,152.92,1789.0,708.0,800.0,3297.0,177.0,147.0,26.0,474.0,64.0,704.0,931.0,1612.0,2320.0,221.0,521.0,1761.0,1720.0,420.0,549.0,1874.0,485.0,138.0,54.88,59.67,40.44,63.0,69.0,45.0,3377.22,2497.0,2551.91,296.0,24.83,31.75,31.79,148.02,150.88,148.62
SEA,2021,SEA,SEA,Team Level,4on5,78,0.15,0.13,0.14,19403.0,54.91,6.91,2.95,7.4,1.6,16.49,36.65,6.51,6.91,6.51,62.0,10.0,9.0,81.0,8.0,5.0,3.0,3.0,1.0,10.0,45.0,54.0,64.0,7.0,21.0,159.0,75.0,39.0,17.0,43.0,16.0,13.0,1.31,2.03,3.58,4.0,0.0,4.0,81.0,72.0,72.0,15.0,0.68,1.33,1.33,6.26,6.26,6.21,311.55,39.02,28.44,65.17,10.78,193.38,100.22,37.55,39.02,37.55,315.0,122.0,128.0,565.0,50.0,36.0,15.0,55.0,12.0,157.0,127.0,265.0,387.0,13.0,29.0,215.0,21.0,15.0,44.0,305.0,90.0,42.0,7.37,10.76,20.88,9.0,13.0,28.0,565.0,437.0,437.0,5.0,7.34,12.62,12.58,33.78,33.78,32.77
SEA,2021,SEA,SEA,Team Level,5on4,78,0.88,0.87,0.86,20145.0,296.18,32.51,26.63,67.05,10.36,181.84,95.62,30.78,32.51,30.78,302.0,112.0,119.0,533.0,27.0,33.0,7.0,73.0,8.0,145.0,128.0,275.0,387.0,11.0,22.0,176.0,36.0,15.0,43.0,302.0,70.0,42.0,7.1,8.4,17.01,4.0,3.0,20.0,533.0,414.0,414.0,5.0,6.82,8.09,7.86,31.46,31.46,30.51,52.19,4.4,2.53,6.83,1.46,16.31,38.47,4.39,4.4,4.39,57.0,13.0,10.0,80.0,5.0,1.0,0.0,9.0,1.0,8.0,46.0,52.0,65.0,11.0,22.0,178.0,63.0,40.0,26.0,50.0,15.0,5.0,1.18,1.88,1.34,2.0,2.0,1.0,80.0,70.0,70.0,25.0,0.58,0.12,0.12,4.86,4.86,4.84
TBL,2021,TBL,TBL,Team Level,other,79,0.52,0.5,0.52,10770.0,159.51,36.34,11.54,25.52,4.92,82.36,51.32,34.67,36.34,34.67,151.0,61.0,49.0,261.0,38.0,9.0,6.0,18.0,8.0,73.0,66.0,113.0,174.0,9.0,18.0,140.0,38.0,36.0,15.0,104.0,55.0,53.0,4.56,6.83,24.95,8.0,9.0,21.0,261.0,212.0,212.0,8.0,3.32,4.63,4.63,35.03,35.03,33.74,140.69,33.11,10.23,23.6,4.71,72.46,48.88,31.75,33.11,31.75,135.0,58.0,63.0,256.0,29.0,6.0,1.0,23.0,7.0,61.0,67.0,106.0,164.0,14.0,28.0,125.0,35.0,30.0,15.0,95.0,52.0,46.0,3.87,6.95,22.29,4.0,6.0,19.0,256.0,193.0,193.0,9.0,2.99,1.97,2.34,33.76,33.76,32.56
TBL,2021,TBL,TBL,Team Level,all,79,0.52,0.51,0.52,288486.0,2499.24,258.89,182.83,537.19,80.03,1389.61,990.45,249.79,261.56,252.29,2442.0,997.0,966.0,4405.0,273.0,160.0,34.0,575.0,101.0,1100.0,1230.0,2169.0,3166.0,326.0,751.0,2268.0,2062.0,551.0,459.0,2379.0,818.0,242.0,74.77,99.32,84.8,88.0,99.0,86.0,4462.87,3439.0,3474.77,263.0,40.66,37.77,37.8,261.76,263.79,257.98,2336.14,242.11,165.52,509.23,74.79,1296.02,939.35,233.05,241.98,232.96,2348.0,879.0,998.0,4225.0,218.0,152.0,40.0,530.0,92.0,947.0,1288.0,2130.0,3009.0,330.0,779.0,2244.0,2014.0,553.0,460.0,2291.0,700.0,236.0,70.55,85.75,85.81,62.0,74.0,82.0,4201.03,3227.0,3215.48,278.0,36.71,36.02,36.39,242.43,242.29,236.46
TBL,2021,TBL,TBL,Team Level,5on5,79,0.52,0.51,0.51,230554.0,1910.81,170.29,133.52,430.41,61.0,1064.27,780.52,165.08,172.94,167.59,1857.0,783.0,787.0,3427.0,176.0,114.0,19.0,476.0,74.0,852.0,948.0,1681.0,2464.0,288.0,672.0,1693.0,1909.0,425.0,374.0,1899.0,613.0,128.0,59.94,74.47,35.88,69.0,77.0,30.0,3484.87,2640.0,2675.77,225.0,27.7,26.19,26.22,171.76,173.8,171.11,1806.89,156.03,122.78,413.54,57.72,1007.34,744.59,151.73,155.91,151.63,1822.0,680.0,771.0,3273.0,143.0,120.0,31.0,431.0,72.0,721.0,1015.0,1679.0,2359.0,290.0,698.0,1706.0,1868.0,429.0,377.0,1852.0,531.0,119.0,57.22,64.54,34.28,51.0,57.0,35.0,3249.03,2502.0,2490.48,243.0,25.39,26.88,26.88,154.54,154.4,152.13
TBL,2021,TBL,TBL,Team Level,4on5,79,0.14,0.13,0.15,23254.0,58.36,7.57,3.45,7.88,1.87,18.2,38.04,7.42,7.57,7.42,64.0,13.0,14.0,91.0,7.0,3.0,1.0,5.0,1.0,13.0,48.0,57.0,70.0,14.0,31.0,195.0,76.0,72.0,24.0,42.0,22.0,13.0,1.1,2.87,3.6,1.0,1.0,5.0,91.0,77.0,77.0,23.0,0.78,0.85,0.85,7.5,7.5,7.47,321.72,45.96,28.92,63.66,10.5,195.88,99.08,42.59,45.96,42.59,324.0,120.0,151.0,595.0,42.0,25.0,8.0,69.0,12.0,159.0,137.0,282.0,402.0,19.0,39.0,229.0,38.0,26.0,48.0,284.0,97.0,63.0,7.21,11.66,27.09,7.0,8.0,27.0,595.0,444.0,444.0,7.0,7.51,7.12,7.12,46.36,46.36,44.02
TBL,2021,TBL,TBL,Team Level,5on4,79,0.86,0.86,0.85,23908.0,370.56,44.69,34.32,73.39,12.24,224.77,120.58,42.62,44.69,42.62,370.0,140.0,116.0,626.0,52.0,34.0,8.0,76.0,18.0,162.0,168.0,318.0,458.0,15.0,30.0,240.0,39.0,18.0,46.0,334.0,128.0,48.0,9.16,15.16,20.37,10.0,12.0,30.0,626.0,510.0,510.0,7.0,8.86,6.1,6.1,47.46,47.46,45.66,66.83,7.0,3.59,8.44,1.86,20.32,46.8,6.98,7.0,6.98,67.0,21.0,13.0,101.0,4.0,1.0,0.0,7.0,1.0,6.0,69.0,63.0,84.0,7.0,14.0,184.0,73.0,68.0,20.0,60.0,20.0,8.0,2.25,2.61,2.14,0.0,3.0,1.0,101.0,88.0,88.0,19.0,0.82,0.05,0.05,7.77,7.77,7.75
CGY,2021,CGY,CGY,Team Level,other,79,0.55,0.5,0.49,8619.0,111.77,29.42,8.01,17.65,3.58,60.28,40.05,27.93,29.42,27.93,116.0,43.0,42.0,201.0,36.0,5.0,2.0,22.0,8.0,52.0,36.0,80.0,123.0,8.0,16.0,117.0,30.0,15.0,30.0,75.0,45.0,39.0,2.86,5.39,21.17,2.0,9.0,25.0,201.0,159.0,159.0,18.0,2.21,1.07,1.07,30.57,30.57,29.12,120.54,23.87,8.31,22.8,4.18,64.37,44.46,22.94,23.87,22.94,125.0,43.0,37.0,205.0,24.0,8.0,3.0,30.0,6.0,38.0,62.0,101.0,144.0,6.0,12.0,116.0,20.0,14.0,30.0,93.0,42.0,33.0,3.42,5.18,15.27,5.0,2.0,17.0,205.0,168.0,168.0,13.0,2.38,2.71,2.71,23.55,23.55,22.68
CGY,2021,CGY,CGY,Team Level,all,79,0.56,0.55,0.55,287008.0,2771.0,258.03,191.32,638.26,91.66,1564.65,1133.14,247.78,261.68,251.34,2805.0,1073.0,1163.0,5041.0,283.0,210.0,34.0,683.0,105.0,1130.0,1467.0,2522.0,3595.0,280.0,628.0,2369.0,1763.0,569.0,846.0,2875.0,775.0,228.0,81.55,92.49,84.0,90.0,115.0,78.0,5174.76,3878.0,3958.5,441.0,41.73,43.04,43.15,256.53,260.14,253.43,2265.69,201.63,153.36,527.04,74.83,1255.76,933.37,195.13,200.2,193.71,2284.0,862.0,919.0,4065.0,196.0,154.0,26.0,579.0,87.0,891.0,1239.0,2088.0,2950.0,287.0,625.0,2254.0,1607.0,589.0,760.0,2380.0,575.0,191.0,68.09,70.05,63.49,66.0,66.0,64.0,3990.44,3146.0,3099.07,428.0,33.6,31.83,32.05,203.19,201.55,197.14
CGY,2021,CGY,CGY,Team Level,5on5,79,0.55,0.56,0.55,233320.0,2220.46,176.84,145.78,535.51,73.8,1253.98,924.15,171.12,180.5,174.69,2230.0,881.0,957.0,4068.0,192.0,162.0,18.0,563.0,72.0,877.0,1245.0,2038.0,2919.0,253.0,571.0,1837.0,1650.0,474.0,716.0,2374.0,606.0,131.0,67.9,72.17,36.77,83.0,84.0,25.0,4201.76,3111.0,3191.5,379.0,29.97,30.3,30.45,176.31,179.91,177.21,1800.5,141.95,117.23,433.64,59.15,995.7,750.33,138.1,140.53,136.68,1795.0,703.0,726.0,3224.0,135.0,122.0,21.0,474.0,68.0,712.0,987.0,1660.0,2363.0,254.0,558.0,1730.0,1509.0,495.0,623.0,1934.0,448.0,116.0,55.33,54.74,31.88,51.0,56.0,28.0,3149.44,2498.0,2451.07,369.0,24.14,24.38,24.95,141.15,139.52,137.58
CGY,2021,CGY,CGY,Team Level,4on5,79,0.17,0.17,0.19,23425.0,70.22,6.3,3.54,9.39,2.1,22.7,50.98,6.09,6.3,6.09,76.0,19.0,14.0,109.0,6.0,5.0,1.0,8.0,3.0,19.0,54.0,70.0,89.0,8.0,21.0,187.0,58.0,60.0,44.0,62.0,27.0,6.0,1.52,3.18,1.6,1.0,4.0,1.0,109.0,95.0,95.0,40.0,0.79,1.2,1.2,5.89,5.89,5.84,281.16,30.08,24.65,61.28,9.44,175.09,92.47,28.44,30.08,28.44,292.0,101.0,140.0,533.0,34.0,23.0,2.0,74.0,11.0,133.0,118.0,258.0,359.0,18.0,37.0,231.0,26.0,20.0,66.0,287.0,72.0,34.0,7.6,8.49,13.99,10.0,7.0,17.0,533.0,393.0,393.0,7.0,6.34,4.35,4.0,32.41,32.41,30.83
CGY,2021,CGY,CGY,Team Level,5on4,79,0.89,0.87,0.85,21644.0,368.55,45.47,34.0,75.71,12.17,227.69,117.96,42.64,45.47,42.64,383.0,130.0,150.0,663.0,49.0,38.0,13.0,90.0,22.0,182.0,132.0,334.0,464.0,11.0,20.0,228.0,25.0,20.0,56.0,364.0,97.0,52.0,9.27,11.75,24.45,4.0,18.0,27.0,663.0,513.0,513.0,4.0,8.74,10.48,10.44,43.77,43.77,41.26,63.5,5.72,3.16,9.33,2.06,20.61,46.11,5.65,5.72,5.65,72.0,15.0,16.0,103.0,3.0,1.0,0.0,1.0,2.0,8.0,72.0,69.0,84.0,9.0,18.0,177.0,52.0,60.0,41.0,66.0,13.0,8.0,1.73,1.64,2.35,0.0,1.0,2.0,103.0,87.0,87.0,39.0,0.73,0.38,0.38,6.06,6.06,6.03
